Kinase	Kinome	ActLoop	PSP	NWK	Kin	Sub	Score	Rel.Score	Skew
EPHA8	0	0	0	294	0	294	0	0	1
EPHB1	0	0	0	13	0	13	0	0	1
EPHB2	0	0	0	3	0	3	0	0	1
EPHB3	0	0	0	3	0	3	0	0	1
EPHB4	1	1	0	1	2	1	1.4142135623731	0.00518828128529339	0.295167235300867
EPHB6	0	0	0	1	0	1	0	0	1
ERBB2	0	0	135	71	0	206	0	0	1
ERBB3	0	0	0	8	0	8	0	0	1
ERBB4	0	0	0	9	0	9	0	0	1
FAM20B	3	0	0	0	3	0	0	0	0
FER	0	0	1	2	0	3	0	0	1
FES	0	0	0	398	0	398	0	0	1
FGFR1	0	0	4	58	0	62	0	0	1
FGFR2	0	0	0	1	0	1	0	0	1
FGFR3	0	0	0	0	0	0	0	0	0
FGFR4	0	0	0	153	0	153	0	0	1
FGR	1	0	3	35	1	38	6.16441400296898	0.0226151938132572	0.983250713791389
FLT1	0	0	0	42	0	42	0	0	1
FLT3	0	0	0	4	0	4	0	0	1
FLT4	0	0	0	1	0	1	0	0	1
FRK	0	0	0	4	0	4	0	0	1
FYN	11	7	190	20	18	210	61.4817045957576	0.225556016311172	0.945565639402358
GAK	0	0	0	0	0	0	0	0	0
GSK3A	14	14	14	0	28	14	19.7989898732233	0.0726359379941075	0.295167235300867
GSK3B	14	14	14	0	28	14	19.7989898732233	0.0726359379941075	0.295167235300867
HCK	5	5	180	3	10	183	42.7784992724149	0.156940148993885	0.965246598652376
HIPK1	6	6	0	0	12	0	0	0	0
HIPK2	6	6	6	0	12	6	8.48528137423857	0.0311296877117603	0.295167235300867
HIPK3	3	3	0	0	6	0	0	0	0
ICK	0	0	0	0	0	0	0	0	0
IGF1R	0	0	0	0	0	0	0	0	0
IKBKB	0	0	0	0	0	0	0	0	0
INSR	0	0	25	39	0	64	0	0	1
INSRR	0	0	0	4	0	4	0	0	1
ITK	0	0	12	41	0	53	0	0	1
JAK1	0	0	0	0	0	0	0	0	0
JAK2	4	0	75	0	4	75	17.3205080756888	0.0635432089550004	0.966079083168973
JAK3	0	0	13	0	0	13	0	0	1
KDR	0	0	5	5	0	10	0	0	1
KIT	0	0	0	118	0	118	0	0	1
LATS1	0	0	0	0	0	0	0	0	0
LATS2	0	0	0	0	0	0	0	0	0
LCK	5	5	46	8	10	54	23.2379000772445	0.0852521608391126	0.883428033196316
LIMK1	0	0	0	0	0	0	0	0	0
LIMK2	0	0	0	0	0	0	0	0	0
LMTK2	0	0	1	0	0	1	0	0	1
LYN	19	5	201	164	24	365	93.5948716543807	0.343368592922425	0.958200241063737
MAP2K1	0	0	68	76	0	144	0	0	1
MAP2K2	0	0	17	21	0	38	0	0	1
MAP2K3	0	0	26	20	0	46	0	0	1
MAP2K4	0	0	27	9	0	36	0	0	1
MAP2K5	0	0	0	8	0	8	0	0	1
MAP2K6	0	0	26	27	0	53	0	0	1
MAP2K7	0	0	1	3	0	4	0	0	1
MAP3K4	0	0	0	0	0	0	0	0	0
MAP3K5	0	0	27	0	0	27	0	0	1
MAP3K6	0	0	27	0	0	27	0	0	1
MAP4K3	4	0	0	0	4	0	0	0	0
MAP4K4	0	0	0	0	0	0	0	0	0
MAP4K5	3	0	0	0	3	0	0	0	0
MAPK1	37	37	11	38	74	49	60.2162768692984	0.220913580991811	0.372344653309342
MAPK10	1	1	0	1	2	1	1.4142135623731	0.00518828128529339	0.295167235300867
MAPK11	0	0	0	0	0	0	0	0	0
MAPK12	0	0	0	0	0	0	0	0	0
MAPK13	0	0	0	0	0	0	0	0	0
MAPK14	26	26	2	0	52	2	10.1980390271856	0.0374132284113111	0.0244733129085089
MAPK3	17	17	28	29	34	57	44.0227214061103	0.161504788015001	0.657603269425231
MAPK7	0	0	0	0	0	0	0	0	0
MAPK8	1	1	0	0	2	0	0	0	0
MAPK9	0	0	0	0	0	0	0	0	0
MAPKAPK3	0	0	0	0	0	0	0	0	0
MARK2	0	0	0	0	0	0	0	0	0
MARK3	0	0	0	0	0	0	0	0	0
MAST1	0	0	0	2	0	2	0	0	1
MAST2	0	0	0	2	0	2	0	0	1
MAST3	0	0	0	5	0	5	0	0	1
MELK	0	0	0	0	0	0	0	0	0
MERTK	0	0	0	0	0	0	0	0	0
MET	0	0	36	217	0	253	0	0	1
MINK1	3	0	0	0	3	0	0	0	0
MST1R	0	0	0	3	0	3	0	0	1
MUSK	0	0	0	7	0	7	0	0	1
MYLK	0	0	0	0	0	0	0	0	0
MYLK3	1	0	0	0	1	0	0	0	0
NEK1	0	0	0	0	0	0	0	0	0
NEK2	0	0	0	1	0	1	0	0	1
NEK7	0	0	0	0	0	0	0	0	0
NPM-ALK	0	0	0	0	0	0	0	0	0
NRK	0	0	0	0	0	0	0	0	0
NTRK1	0	0	0	90	0	90	0	0	1
NTRK2	0	0	0	8	0	8	0	0	1
PAK1	0	0	0	0	0	0	0	0	0
PAK2	0	0	0	0	0	0	0	0	0
PAK4	0	0	0	0	0	0	0	0	0
PAK6	0	0	0	0	0	0	0	0	0
PBK	0	0	0	0	0	0	0	0	0
PDGFRA	0	0	5	8	0	13	0	0	1
PDGFRB	0	0	9	47	0	56	0	0	1
PDK1	0	0	0	0	0	0	0	0	0
PDK2	0	0	0	0	0	0	0	0	0
PDK3	0	0	0	0	0	0	0	0	0
PDK4	0	0	0	0	0	0	0	0	0
PDPK1	0	0	0	0	0	0	0	0	0
PEAK1	21	0	0	0	21	0	0	0	0
PKM	0	0	1	0	0	1	0	0	1
PKMYT1	0	0	135	0	0	135	0	0	1
PKN1	0	0	0	0	0	0	0	0	0
PKN2	0	0	0	0	0	0	0	0	0
PRKAA1	0	0	0	0	0	0	0	0	0
PRKACA	0	0	5	0	0	5	0	0	1
PRKACB	0	0	0	0	0	0	0	0	0
PRKCA	0	0	0	0	0	0	0	0	0
PRKCB	1	0	0	5	1	5	2.23606797749979	0.00820339300157649	0.874334083621998
PRKCD	7	0	0	0	7	0	0	0	0
PRKCE	0	0	0	0	0	0	0	0	0
PRKCG	0	0	0	0	0	0	0	0	0
PRKCI	0	0	0	0	0	0	0	0	0
PRKD1	0	0	0	0	0	0	0	0	0
PRKD2	0	0	0	0	0	0	0	0	0
PRKD3	0	0	0	0	0	0	0	0	0
PRKDC	2	0	0	0	2	0	0	0	0
PRPF4B	60	60	0	0	120	0	0	0	0
PTK2	4	3	3	0	7	3	4.58257569495584	0.0168119528401944	0.257762116818313
PTK2B	0	0	0	0	0	0	0	0	0
PTK6	0	0	12	4	0	16	0	0	1
RAF1	0	0	0	0	0	0	0	0	0
RET	0	0	92	0	0	92	0	0	1
RIPK1	2	0	0	0	2	0	0	0	0
RIPK2	1	0	0	0	1	0	0	0	0
ROCK1	0	0	0	6	0	6	0	0	1
ROCK2	0	0	0	0	0	0	0	0	0
ROR1	0	0	0	0	0	0	0	0	0
RPS6KA1	0	0	0	0	0	0	0	0	0
RPS6KA3	0	0	0	0	0	0	0	0	0
SLK	0	0	0	0	0	0	0	0	0
SRC	7	7	294	6	14	300	64.8074069840786	0.237756917165797	0.970312615630305
SRMS	0	0	0	3	0	3	0	0	1
STK11	0	0	0	0	0	0	0	0	0
SYK	2	0	30	0	2	30	7.74596669241483	0.0284173869463709	0.957621390730107
TAOK1	0	0	0	0	0	0	0	0	0
TAOK3	0	0	0	0	0	0	0	0	0
TBK1	0	0	0	0	0	0	0	0	0
TEC	1	0	10	45	1	55	7.41619848709566	0.0272075765940566	0.988426370266556
TESK1	0	0	0	0	0	0	0	0	0
TGFBR2	0	0	0	0	0	0	0	0	0
TNIK	0	0	0	0	0	0	0	0	0
TNK2	14	0	10	0	14	10	11.8321595661992	0.0434082755781982	0.394863086577493
TRIM28	0	0	0	0	0	0	0	0	0
TRPM7	0	0	0	0	0	0	0	0	0
TTK	0	0	0	135	0	135	0	0	1
TXK	0	0	0	0	0	0	0	0	0
TYK2	1	0	0	54	1	54	7.34846922834953	0.0269591003702607	0.988212092330397
TYRO3	1	0	0	0	1	0	0	0	0
WEE1	0	0	268	0	0	268	0	0	1
YES1	11	7	0	35	18	35	25.0998007960223	0.092082858062875	0.697598760474361
ZAP70	0	0	11	0	0	11	0	0	1
