Kinase	Kinome	ActLoop	PSP	NWK	Kin	Sub	Score	Rel.Score	Skew
ERBB2	0	0	59	33	0	92	0	0	1
ERBB3	0	0	0	4	0	4	0	0	1
ERBB4	0	0	0	3	0	3	0	0	1
FAM20B	0	0	0	0	0	0	0	0	0
FER	0	0	6	0	0	6	0	0	1
FES	0	0	0	93	0	93	0	0	1
FGFR1	0	0	2	15	0	17	0	0	1
FGFR2	0	0	0	1	0	1	0	0	1
FGFR3	0	0	0	0	0	0	0	0	0
FGFR4	0	0	0	37	0	37	0	0	1
FGR	1	0	16	25	1	41	6.40312423743285	0.161703306038168	0.984475766363374
FLT1	0	0	0	2	0	2	0	0	1
FLT3	0	0	0	0	0	0	0	0	0
FLT4	0	0	0	0	0	0	0	0	0
FRK	0	0	0	1	0	1	0	0	1
FYN	7	5	6	12	12	18	14.6969384566991	0.371153744479045	0.625665916378002
GAK	0	0	0	0	0	0	0	0	0
GSK3A	17	17	17	0	34	17	24.0416305603426	0.607142857142857	0.295167235300867
GSK3B	17	17	17	0	34	17	24.0416305603426	0.607142857142857	0.295167235300867
HCK	0	0	0	1	0	1	0	0	1
HIPK1	6	6	0	0	12	0	0	0	0
HIPK2	6	6	6	0	12	6	8.48528137423857	0.214285714285714	0.295167235300867
HIPK3	2	2	0	0	4	0	0	0	0
ICK	1	1	0	0	2	0	0	0	0
IGF1R	4	4	5	4	8	9	8.48528137423857	0.214285714285714	0.537405118482553
IKBKB	0	0	0	0	0	0	0	0	0
INSR	4	4	5	16	8	21	12.9614813968157	0.327326835353989	0.768283799560241
INSRR	0	0	0	2	0	2	0	0	1
ITK	0	0	0	9	0	9	0	0	1
JAK1	0	0	0	0	0	0	0	0	0
JAK2	2	0	66	0	2	66	11.4891252930761	0.290144228736999	0.980714393456351
JAK3	0	0	0	0	0	0	0	0	0
KDR	0	0	1	16	0	17	0	0	1
KIT	0	0	0	12	0	12	0	0	1
LATS1	0	0	0	0	0	0	0	0	0
LATS2	0	0	0	0	0	0	0	0	0
LCK	5	5	5	4	10	9	9.48683298050514	0.239578711874977	0.466524583286852
LIMK1	0	0	0	0	0	0	0	0	0
LIMK2	0	0	0	0	0	0	0	0	0
LMTK2	0	0	0	0	0	0	0	0	0
LYN	1	0	4	61	1	65	8.06225774829855	0.203602754481989	0.990206622260199
MAP2K1	0	0	75	70	0	145	0	0	1
MAP2K2	0	0	16	16	0	32	0	0	1
MAP2K3	0	0	8	14	0	22	0	0	1
MAP2K4	0	0	10	2	0	12	0	0	1
MAP2K5	0	0	1	5	0	6	0	0	1
MAP2K6	0	0	10	10	0	20	0	0	1
MAP2K7	0	0	1	1	0	2	0	0	1
MAP3K4	0	0	0	0	0	0	0	0	0
MAP3K5	0	0	9	0	0	9	0	0	1
MAP3K6	0	0	9	0	0	9	0	0	1
MAP4K3	0	0	0	0	0	0	0	0	0
MAP4K4	0	0	0	0	0	0	0	0	0
MAP4K5	0	0	0	0	0	0	0	0	0
MAPK1	42	42	0	2	84	2	12.9614813968157	0.327326835353989	0.0151547503511435
MAPK10	1	1	0	1	2	1	1.4142135623731	0.0357142857142857	0.295167235300867
MAPK11	0	0	0	0	0	0	0	0	0
MAPK12	2	2	0	0	4	0	0	0	0
MAPK13	0	0	0	0	0	0	0	0	0
MAPK14	8	8	9	0	16	9	12	0.303045763365663	0.32619726158657
MAPK3	16	16	16	11	32	27	29.3938769133981	0.74230748895809	0.446177773610215
MAPK7	1	1	0	0	2	0	0	0	0
MAPK8	1	1	0	0	2	0	0	0	0
MAPK9	1	1	0	0	2	0	0	0	0
MAPKAPK3	0	0	0	0	0	0	0	0	0
MARK2	0	0	0	0	0	0	0	0	0
MARK3	0	0	0	0	0	0	0	0	0
MAST1	0	0	0	0	0	0	0	0	0
MAST2	0	0	0	0	0	0	0	0	0
MAST3	0	0	0	0	0	0	0	0	0
MELK	0	0	0	0	0	0	0	0	0
MERTK	0	0	0	0	0	0	0	0	0
MET	0	0	18	8	0	26	0	0	1
MINK1	0	0	0	0	0	0	0	0	0
MST1R	0	0	0	3	0	3	0	0	1
MUSK	0	0	0	3	0	3	0	0	1
MYLK	0	0	0	0	0	0	0	0	0
MYLK3	0	0	0	0	0	0	0	0	0
NEK1	0	0	0	0	0	0	0	0	0
NEK2	0	0	0	0	0	0	0	0	0
NEK7	0	0	0	0	0	0	0	0	0
NPM-ALK	0	0	0	0	0	0	0	0	0
NRK	0	0	0	0	0	0	0	0	0
NTRK1	0	0	0	0	0	0	0	0	0
NTRK2	0	0	0	1	0	1	0	0	1
PAK1	0	0	0	0	0	0	0	0	0
PAK2	0	0	0	0	0	0	0	0	0
PAK4	0	0	0	0	0	0	0	0	0
PAK6	0	0	0	0	0	0	0	0	0
PBK	0	0	0	0	0	0	0	0	0
PDGFRA	0	0	5	6	0	11	0	0	1
PDGFRB	0	0	5	3	0	8	0	0	1
PDK1	0	0	0	0	0	0	0	0	0
PDK2	0	0	0	0	0	0	0	0	0
PDK3	0	0	0	0	0	0	0	0	0
PDK4	0	0	0	0	0	0	0	0	0
PDPK1	0	0	0	0	0	0	0	0	0
PEAK1	5	0	0	0	5	0	0	0	0
PKM	0	0	6	0	0	6	0	0	1
PKMYT1	0	0	59	0	0	59	0	0	1
PKN1	0	0	0	0	0	0	0	0	0
PKN2	0	0	0	0	0	0	0	0	0
PRKAA1	0	0	0	0	0	0	0	0	0
PRKACA	0	0	5	0	0	5	0	0	1
PRKACB	0	0	0	0	0	0	0	0	0
PRKCA	0	0	0	0	0	0	0	0	0
PRKCB	0	0	0	0	0	0	0	0	0
PRKCD	0	0	0	0	0	0	0	0	0
PRKCE	0	0	0	0	0	0	0	0	0
PRKCG	0	0	0	0	0	0	0	0	0
PRKCI	0	0	0	0	0	0	0	0	0
PRKD1	0	0	0	0	0	0	0	0	0
PRKD2	0	0	0	0	0	0	0	0	0
PRKD3	0	0	0	0	0	0	0	0	0
PRKDC	0	0	0	0	0	0	0	0	0
PRPF4B	51	51	0	0	102	0	0	0	0
PTK2	18	16	17	0	34	17	24.0416305603426	0.607142857142857	0.295167235300867
PTK2B	0	0	0	0	0	0	0	0	0
PTK6	0	0	0	1	0	1	0	0	1
RAF1	0	0	0	0	0	0	0	0	0
RET	0	0	92	0	0	92	0	0	1
RIPK1	0	0	0	0	0	0	0	0	0
RIPK2	2	0	0	0	2	0	0	0	0
ROCK1	0	0	0	3	0	3	0	0	1
ROCK2	0	0	0	0	0	0	0	0	0
ROR1	0	0	0	0	0	0	0	0	0
RPS6KA1	0	0	0	0	0	0	0	0	0
RPS6KA3	0	0	0	0	0	0	0	0	0
SLK	0	0	0	0	0	0	0	0	0
SRC	5	5	107	1	10	108	32.86335345031	0.829925002758732	0.941221319940319
SRMS	0	0	0	9	0	9	0	0	1
STK11	0	0	0	0	0	0	0	0	0
SYK	5	0	0	0	5	0	0	0	0
TAOK1	0	0	0	0	0	0	0	0	0
TAOK3	0	0	0	0	0	0	0	0	0
TBK1	0	0	0	0	0	0	0	0	0
TEC	0	0	0	3	0	3	0	0	1
TESK1	0	0	0	0	0	0	0	0	0
TGFBR2	0	0	0	0	0	0	0	0	0
TNIK	0	0	0	0	0	0	0	0	0
TNK2	6	0	0	0	6	0	0	0	0
TRIM28	0	0	0	0	0	0	0	0	0
TRPM7	0	0	0	0	0	0	0	0	0
TTK	0	0	0	59	0	59	0	0	1
TXK	0	0	0	0	0	0	0	0	0
TYK2	3	0	0	5	3	5	3.87298334620742	0.0978075995544939	0.655958260754739
TYRO3	0	0	0	0	0	0	0	0	0
WEE1	0	0	118	0	0	118	0	0	1
YES1	7	5	2	15	12	17	14.2828568570857	0.360696604941503	0.608693411464525
ZAP70	0	0	0	0	0	0	0	0	0
