Kinase	Kinome	ActLoop	PSP	NWK	Kin	Sub	Score	Rel.Score	Skew
DDR2	0	0	0	0	0	0	0	0	0
DYRK1A	15	15	0	0	30	0	0	0	0
DYRK1B	15	15	0	0	30	0	0	0	0
DYRK2	2	2	0	0	4	0	0	0	0
DYRK3	2	2	0	0	4	0	0	0	0
DYRK4	2	2	0	0	4	0	0	0	0
EEF2K	0	0	0	0	0	0	0	0	0
EGFR	0	0	25	95	0	120	0	0	1
EPHA1	0	0	0	1	0	1	0	0	1
EPHA2	0	0	0	29	0	29	0	0	1
EPHA3	0	0	0	9	0	9	0	0	1
EPHA4	0	0	0	1	0	1	0	0	1
EPHA5	0	0	0	0	0	0	0	0	0
EPHA6	0	0	0	0	0	0	0	0	0
EPHA7	0	0	0	0	0	0	0	0	0
EPHA8	0	0	0	287	0	287	0	0	1
EPHB1	0	0	0	16	0	16	0	0	1
EPHB2	0	0	0	5	0	5	0	0	1
EPHB3	0	0	0	6	0	6	0	0	1
EPHB4	2	2	0	2	4	2	2.82842712474619	0.0105135819715354	0.295167235300867
EPHB6	0	0	0	2	0	2	0	0	1
ERBB2	0	0	128	70	0	198	0	0	1
ERBB3	0	0	0	7	0	7	0	0	1
ERBB4	0	0	0	9	0	9	0	0	1
FAM20B	1	0	0	0	1	0	0	0	0
FER	1	1	2	2	2	4	2.82842712474619	0.0105135819715354	0.704832764699133
FES	0	0	0	380	0	380	0	0	1
FGFR1	0	0	4	49	0	53	0	0	1
FGFR2	0	0	0	1	0	1	0	0	1
FGFR3	0	0	0	0	0	0	0	0	0
FGFR4	0	0	0	142	0	142	0	0	1
FGR	2	0	4	37	2	41	9.05538513813742	0.0336598857720876	0.968969973714297
FLT1	0	0	0	39	0	39	0	0	1
FLT3	0	0	0	3	0	3	0	0	1
FLT4	0	0	0	2	0	2	0	0	1
FRK	0	0	0	3	0	3	0	0	1
FYN	13	7	192	18	20	210	64.8074069840786	0.240896426048419	0.939551866322161
GAK	0	0	0	0	0	0	0	0	0
GSK3A	16	15	15	0	31	15	21.5638586528478	0.0801552896964464	0.286899910824325
GSK3B	15	15	15	0	30	15	21.2132034355964	0.0788518647865152	0.295167235300867
HCK	5	5	186	3	10	189	43.4741302385683	0.161598235254305	0.966347793573994
HIPK1	6	6	0	0	12	0	0	0	0
HIPK2	6	6	6	0	12	6	8.48528137423857	0.0315407459146061	0.295167235300867
HIPK3	3	3	0	0	6	0	0	0	0
ICK	0	0	0	0	0	0	0	0	0
IGF1R	0	0	0	0	0	0	0	0	0
IKBKB	0	0	0	0	0	0	0	0	0
INSR	0	0	20	32	0	52	0	0	1
INSRR	0	0	0	4	0	4	0	0	1
ITK	0	0	13	43	0	56	0	0	1
JAK1	0	0	0	0	0	0	0	0	0
JAK2	5	0	69	0	5	69	18.5741756210067	0.069042301368352	0.953948625098841
JAK3	0	0	11	0	0	11	0	0	1
KDR	0	0	2	7	0	9	0	0	1
KIT	0	0	0	121	0	121	0	0	1
LATS1	0	0	0	0	0	0	0	0	0
LATS2	0	0	0	0	0	0	0	0	0
LCK	5	5	41	9	10	50	22.3606797749979	0.0831171634923383	0.874334083621998
LIMK1	0	0	0	0	0	0	0	0	0
LIMK2	0	0	0	0	0	0	0	0	0
LMTK2	0	0	4	0	0	4	0	0	1
LYN	19	5	207	153	24	360	92.951600308978	0.345511560359373	0.957621390730107
MAP2K1	0	0	63	70	0	133	0	0	1
MAP2K2	0	0	17	22	0	39	0	0	1
MAP2K3	0	0	21	17	0	38	0	0	1
MAP2K4	0	0	23	13	0	36	0	0	1
MAP2K5	0	0	1	10	0	11	0	0	1
MAP2K6	0	0	21	23	0	44	0	0	1
MAP2K7	0	0	1	2	0	3	0	0	1
MAP3K4	0	0	0	0	0	0	0	0	0
MAP3K5	0	0	22	0	0	22	0	0	1
MAP3K6	0	0	22	0	0	22	0	0	1
MAP4K3	3	0	0	0	3	0	0	0	0
MAP4K4	2	0	0	0	2	0	0	0	0
MAP4K5	4	0	0	0	4	0	0	0	0
MAPK1	31	31	9	33	62	42	51.0294032886923	0.189682035552656	0.379049699392681
MAPK10	1	1	0	1	2	1	1.4142135623731	0.00525679098576768	0.295167235300867
MAPK11	0	0	0	0	0	0	0	0	0
MAPK12	0	0	0	0	0	0	0	0	0
MAPK13	0	0	0	0	0	0	0	0	0
MAPK14	21	21	1	0	42	1	6.48074069840786	0.0240896426048419	0.0151547503511435
MAPK3	17	17	26	25	34	51	41.641325627314	0.154785494226035	0.625665916378002
MAPK7	1	1	0	0	2	0	0	0	0
MAPK8	1	1	0	0	2	0	0	0	0
MAPK9	1	1	0	0	2	0	0	0	0
MAPKAPK3	1	0	0	0	1	0	0	0	0
MARK2	0	0	0	0	0	0	0	0	0
MARK3	0	0	0	0	0	0	0	0	0
MAST1	0	0	0	2	0	2	0	0	1
MAST2	0	0	0	2	0	2	0	0	1
MAST3	0	0	0	10	0	10	0	0	1
MELK	0	0	0	0	0	0	0	0	0
MERTK	0	0	0	0	0	0	0	0	0
MET	0	0	33	206	0	239	0	0	1
MINK1	4	0	0	0	4	0	0	0	0
MST1R	0	0	0	5	0	5	0	0	1
MUSK	0	0	0	9	0	9	0	0	1
MYLK	0	0	0	0	0	0	0	0	0
MYLK3	0	0	0	0	0	0	0	0	0
NEK1	0	0	0	0	0	0	0	0	0
NEK2	0	0	0	4	0	4	0	0	1
NEK7	0	0	0	0	0	0	0	0	0
NPM-ALK	0	0	0	0	0	0	0	0	0
NRK	0	0	0	0	0	0	0	0	0
NTRK1	0	0	0	92	0	92	0	0	1
NTRK2	0	0	0	7	0	7	0	0	1
PAK1	0	0	0	0	0	0	0	0	0
PAK2	0	0	0	0	0	0	0	0	0
PAK4	0	0	0	0	0	0	0	0	0
PAK6	0	0	0	0	0	0	0	0	0
PBK	0	0	0	0	0	0	0	0	0
PDGFRA	0	0	5	8	0	13	0	0	1
PDGFRB	0	0	8	30	0	38	0	0	1
PDK1	0	0	0	0	0	0	0	0	0
PDK2	0	0	0	0	0	0	0	0	0
PDK3	0	0	0	0	0	0	0	0	0
PDK4	0	0	0	0	0	0	0	0	0
PDPK1	0	0	0	0	0	0	0	0	0
PEAK1	15	0	0	0	15	0	0	0	0
PKM	0	0	1	0	0	1	0	0	1
PKMYT1	0	0	128	0	0	128	0	0	1
PKN1	0	0	0	0	0	0	0	0	0
PKN2	0	0	0	0	0	0	0	0	0
PRKAA1	0	0	0	0	0	0	0	0	0
PRKACA	0	0	5	0	0	5	0	0	1
PRKACB	0	0	0	0	0	0	0	0	0
PRKCA	0	0	1	1	0	2	0	0	1
PRKCB	1	0	0	4	1	4	2	0.00743422510663329	0.844041739245261
PRKCD	6	0	1	0	6	1	2.44948974278318	0.00910502907211971	0.105136913422507
PRKCE	0	0	0	0	0	0	0	0	0
PRKCG	0	0	0	1	0	1	0	0	1
PRKCI	0	0	0	0	0	0	0	0	0
PRKD1	0	0	0	0	0	0	0	0	0
PRKD2	0	0	0	0	0	0	0	0	0
PRKD3	0	0	0	0	0	0	0	0	0
PRKDC	3	0	0	0	3	0	0	0	0
PRPF4B	56	56	0	0	112	0	0	0	0
PTK2	5	4	4	0	9	4	6	0.0223026753198999	0.266249877495313
PTK2B	0	0	0	0	0	0	0	0	0
PTK6	0	0	11	5	0	16	0	0	1
RAF1	0	0	0	0	0	0	0	0	0
RET	0	0	83	0	0	83	0	0	1
RIPK1	2	0	0	0	2	0	0	0	0
RIPK2	2	0	0	0	2	0	0	0	0
ROCK1	0	0	0	4	0	4	0	0	1
ROCK2	1	0	0	0	1	0	0	0	0
ROR1	0	0	0	0	0	0	0	0	0
RPS6KA1	0	0	0	0	0	0	0	0	0
RPS6KA3	0	0	0	0	0	0	0	0	0
SLK	0	0	0	0	0	0	0	0	0
SRC	7	7	272	8	14	280	62.6099033699941	0.232728057778547	0.968195497487647
SRMS	0	0	0	1	0	1	0	0	1
STK11	0	0	0	0	0	0	0	0	0
SYK	2	0	30	0	2	30	7.74596669241483	0.0287926300299478	0.957621390730107
TAOK1	0	0	0	0	0	0	0	0	0
TAOK3	0	0	0	0	0	0	0	0	0
TBK1	0	0	0	0	0	0	0	0	0
TEC	2	1	10	40	3	50	12.2474487139159	0.0455251453605985	0.961848551528328
TESK1	0	0	0	0	0	0	0	0	0
TGFBR2	0	0	0	0	0	0	0	0	0
TNIK	1	0	0	0	1	0	0	0	0
TNK2	13	0	9	0	13	9	10.816653826392	0.0402067197229621	0.3855017059026
TRIM28	2	0	0	0	2	0	0	0	0
TRPM7	0	0	0	0	0	0	0	0	0
TTK	1	0	0	128	1	128	11.3137084989848	0.0420543278861415	0.995026509212661
TXK	0	0	0	1	0	1	0	0	1
TYK2	1	0	0	47	1	47	6.85565460040104	0.0254832397763537	0.986456941831875
TYRO3	1	0	0	0	1	0	0	0	0
WEE1	0	0	255	0	0	255	0	0	1
YES1	13	7	0	37	20	37	27.2029410174709	0.101116393543173	0.684522006429078
ZAP70	0	0	9	0	0	9	0	0	1
