Kinase	Kinome	ActLoop	PSP	NWK	Kin	Sub	Score	Rel.Score	Skew
ERBB2	1	0	48	123	1	171	13.076696830622	0.257647021286177	0.996277119793232
ERBB3	0	0	0	8	0	8	0	0	1
ERBB4	1	0	0	10	1	10	3.16227766016838	0.0623055982849034	0.936548965138893
FAM20B	1	0	0	0	1	0	0	0	0
FER	0	0	15	0	0	15	0	0	1
FES	0	0	0	255	0	255	0	0	1
FGFR1	0	0	3	46	0	49	0	0	1
FGFR2	0	0	0	0	0	0	0	0	0
FGFR3	0	0	0	0	0	0	0	0	0
FGFR4	0	0	0	108	0	108	0	0	1
FGR	1	0	29	40	1	69	8.30662386291807	0.163663417676994	0.990774272374911
FLT1	0	0	0	19	0	19	0	0	1
FLT3	0	0	0	0	0	0	0	0	0
FLT4	0	0	0	0	0	0	0	0	0
FRK	1	0	0	8	1	8	2.82842712474619	0.0557278212575353	0.920833151678869
FYN	9	6	18	35	15	53	28.1957443597434	0.555533988539279	0.824416511622939
GAK	0	0	0	0	0	0	0	0	0
GSK3A	16	16	16	0	32	16	22.6274169979695	0.445822570060282	0.295167235300867
GSK3B	16	16	16	0	32	16	22.6274169979695	0.445822570060282	0.295167235300867
HCK	6	6	11	4	12	15	13.4164078649987	0.264340266318841	0.570446574954555
HIPK1	6	6	0	0	12	0	0	0	0
HIPK2	6	6	6	0	12	6	8.48528137423857	0.167183463772606	0.295167235300867
HIPK3	2	2	0	0	4	0	0	0	0
ICK	1	1	0	0	2	0	0	0	0
IGF1R	1	1	9	1	2	10	4.47213595499958	0.0881134221062802	0.874334083621998
IKBKB	0	0	0	0	0	0	0	0	0
INSR	1	1	17	86	2	103	14.3527000944073	0.282787807550783	0.987640004263358
INSRR	0	0	0	16	0	16	0	0	1
ITK	0	0	0	26	0	26	0	0	1
JAK1	0	0	0	0	0	0	0	0	0
JAK2	3	0	38	0	3	38	10.6770782520313	0.210367911966377	0.949844572688875
JAK3	0	0	0	0	0	0	0	0	0
KDR	0	0	1	37	0	38	0	0	1
KIT	0	0	0	37	0	37	0	0	1
LATS1	0	0	0	0	0	0	0	0	0
LATS2	0	0	0	0	0	0	0	0	0
LCK	6	6	6	9	12	15	13.4164078649987	0.264340266318841	0.570446574954555
LIMK1	0	0	0	0	0	0	0	0	0
LIMK2	0	0	0	0	0	0	0	0	0
LMTK2	0	0	2	0	0	2	0	0	1
LYN	17	6	6	66	23	72	40.6939798987516	0.801783725737273	0.803157858818034
MAP2K1	0	0	36	45	0	81	0	0	1
MAP2K2	0	0	10	10	0	20	0	0	1
MAP2K3	0	0	17	12	0	29	0	0	1
MAP2K4	0	0	19	8	0	27	0	0	1
MAP2K5	0	0	1	9	0	10	0	0	1
MAP2K6	0	0	17	19	0	36	0	0	1
MAP2K7	0	0	0	20	0	20	0	0	1
MAP3K4	0	0	0	0	0	0	0	0	0
MAP3K5	0	0	17	0	0	17	0	0	1
MAP3K6	0	0	17	0	0	17	0	0	1
MAP4K3	0	0	0	0	0	0	0	0	0
MAP4K4	0	0	0	0	0	0	0	0	0
MAP4K5	2	0	0	0	2	0	0	0	0
MAPK1	10	10	2	7	20	9	13.4164078649987	0.264340266318841	0.269197170199491
MAPK10	0	0	0	0	0	0	0	0	0
MAPK11	0	0	0	0	0	0	0	0	0
MAPK12	0	0	0	0	0	0	0	0	0
MAPK13	2	2	0	0	4	0	0	0	0
MAPK14	17	17	13	0	34	13	21.0237960416286	0.414226810976399	0.232494463832457
MAPK3	10	10	12	22	20	34	26.0768096208106	0.513785125591918	0.661493945339335
MAPK7	1	1	0	0	2	0	0	0	0
MAPK8	0	0	0	0	0	0	0	0	0
MAPK9	2	2	0	0	4	0	0	0	0
MAPKAPK3	0	0	0	0	0	0	0	0	0
MARK2	0	0	0	0	0	0	0	0	0
MARK3	0	0	0	0	0	0	0	0	0
MAST1	0	0	0	2	0	2	0	0	1
MAST2	0	0	0	2	0	2	0	0	1
MAST3	0	0	0	10	0	10	0	0	1
MELK	0	0	0	0	0	0	0	0	0
MERTK	1	0	0	0	1	0	0	0	0
MET	3	3	60	140	6	200	34.6410161513775	0.682523632789935	0.980907133314939
MINK1	0	0	0	0	0	0	0	0	0
MST1R	0	0	3	1	0	4	0	0	1
MUSK	0	0	0	2	0	2	0	0	1
MYLK	0	0	0	0	0	0	0	0	0
MYLK3	0	0	0	0	0	0	0	0	0
NEK1	0	0	0	0	0	0	0	0	0
NEK2	0	0	0	2	0	2	0	0	1
NEK7	0	0	0	0	0	0	0	0	0
NPM-ALK	0	0	0	0	0	0	0	0	0
NRK	0	0	0	0	0	0	0	0	0
NTRK1	0	0	0	1	0	1	0	0	1
NTRK2	0	0	0	6	0	6	0	0	1
PAK1	0	0	0	0	0	0	0	0	0
PAK2	0	0	0	0	0	0	0	0	0
PAK4	0	0	0	0	0	0	0	0	0
PAK6	0	0	0	0	0	0	0	0	0
PBK	0	0	0	0	0	0	0	0	0
PDGFRA	0	0	6	15	0	21	0	0	1
PDGFRB	0	0	7	9	0	16	0	0	1
PDK1	0	0	0	0	0	0	0	0	0
PDK2	0	0	0	0	0	0	0	0	0
PDK3	0	0	0	0	0	0	0	0	0
PDK4	0	0	0	0	0	0	0	0	0
PDPK1	0	0	0	0	0	0	0	0	0
PEAK1	5	0	0	0	5	0	0	0	0
PKM	0	0	15	0	0	15	0	0	1
PKMYT1	0	0	48	0	0	48	0	0	1
PKN1	0	0	0	0	0	0	0	0	0
PKN2	0	0	0	0	0	0	0	0	0
PRKAA1	0	0	0	0	0	0	0	0	0
PRKACA	0	0	6	0	0	6	0	0	1
PRKACB	0	0	0	0	0	0	0	0	0
PRKCA	2	0	0	0	2	0	0	0	0
PRKCB	0	0	0	1	0	1	0	0	1
PRKCD	1	0	0	0	1	0	0	0	0
PRKCE	0	0	0	3	0	3	0	0	1
PRKCG	2	0	0	0	2	0	0	0	0
PRKCI	0	0	0	9	0	9	0	0	1
PRKD1	0	0	0	0	0	0	0	0	0
PRKD2	1	0	0	0	1	0	0	0	0
PRKD3	0	0	0	0	0	0	0	0	0
PRKDC	0	0	0	0	0	0	0	0	0
PRPF4B	56	56	0	0	112	0	0	0	0
PTK2	34	29	31	0	63	31	44.1927595879687	0.870719342792523	0.291112387126082
PTK2B	0	0	0	0	0	0	0	0	0
PTK6	0	0	0	3	0	3	0	0	1
RAF1	0	0	0	0	0	0	0	0	0
RET	0	0	87	0	0	87	0	0	1
RIPK1	1	0	0	0	1	0	0	0	0
RIPK2	2	0	0	0	2	0	0	0	0
ROCK1	0	0	0	6	0	6	0	0	1
ROCK2	0	0	0	0	0	0	0	0	0
ROR1	0	0	0	0	0	0	0	0	0
RPS6KA1	0	0	0	0	0	0	0	0	0
RPS6KA3	0	0	0	0	0	0	0	0	0
SLK	0	0	0	0	0	0	0	0	0
SRC	6	6	204	4	12	208	49.9599839871872	0.984349581896026	0.963312603617389
SRMS	0	0	0	13	0	13	0	0	1
STK11	0	0	0	1	0	1	0	0	1
SYK	1	0	0	0	1	0	0	0	0
TAOK1	0	0	0	0	0	0	0	0	0
TAOK3	0	0	0	0	0	0	0	0	0
TBK1	0	0	0	0	0	0	0	0	0
TEC	0	0	0	22	0	22	0	0	1
TESK1	0	0	0	0	0	0	0	0	0
TGFBR2	0	0	0	0	0	0	0	0	0
TNIK	0	0	0	0	0	0	0	0	0
TNK2	10	1	1	0	11	1	3.3166247903554	0.0653466627717417	0.057715876752609
TRIM28	0	0	0	0	0	0	0	0	0
TRPM7	0	0	0	0	0	0	0	0	0
TTK	0	0	0	49	0	49	0	0	1
TXK	0	0	0	0	0	0	0	0	0
TYK2	3	0	0	20	3	20	7.74596669241483	0.15261692391684	0.905213715445021
TYRO3	0	0	0	0	0	0	0	0	0
WEE1	0	0	95	0	0	95	0	0	1
YES1	9	6	4	46	15	50	27.3861278752583	0.539582309127145	0.814452841844515
ZAP70	0	0	2	0	0	2	0	0	1
