Kinase	Kinome	ActLoop	PSP	NWK	Kin	Sub	Score	Rel.Score	Skew
MARK2	1	0	0	0	1	0	0	0	0
MARK3	1	0	0	0	1	0	0	0	0
MAST1	0	0	0	112	0	112	0	0	1
MAST2	0	0	0	114	0	114	0	0	1
MAST3	0	0	0	139	0	139	0	0	1
MELK	7	1	5	0	8	5	6.32455532033676	0.0135339187481311	0.355615368978706
MERTK	7	5	5	0	12	5	7.74596669241483	0.0165755975766041	0.251331832756005
MET	211	94	217	499	305	716	467.311459307387	1	0.743634212483078
MINK1	20	0	0	0	20	0	0	0	0
MST1R	7	7	174	10	14	184	50.7543101617981	0.108609170930715	0.951654689426957
MUSK	0	0	0	24	0	24	0	0	1
MYLK	2	0	0	0	2	0	0	0	0
MYLK3	0	0	0	0	0	0	0	0	0
NEK1	2	0	0	0	2	0	0	0	0
NEK2	0	0	0	4	0	4	0	0	1
NEK7	0	0	0	0	0	0	0	0	0
NPM-ALK	0	0	5	0	0	5	0	0	1
NRK	50	0	0	0	50	0	0	0	0
NTRK1	0	0	0	21	0	21	0	0	1
NTRK2	0	0	0	7	0	7	0	0	1
PAK1	0	0	0	2	0	2	0	0	1
PAK2	2	0	0	0	2	0	0	0	0
PAK4	1	0	0	0	1	0	0	0	0
PAK6	4	0	0	0	4	0	0	0	0
PBK	4	0	0	0	4	0	0	0	0
PDGFRA	0	0	2	24	0	26	0	0	1
PDGFRB	0	0	5	28	0	33	0	0	1
PDK1	0	0	2	0	0	2	0	0	1
PDK2	0	0	2	2	0	4	0	0	1
PDK3	0	0	2	0	0	2	0	0	1
PDK4	0	0	2	0	0	2	0	0	1
PDPK1	0	0	2	0	0	2	0	0	1
PEAK1	37	0	0	0	37	0	0	0	0
PKM	0	0	2	0	0	2	0	0	1
PKMYT1	0	0	30	0	0	30	0	0	1
PKN1	0	0	0	0	0	0	0	0	0
PKN2	1	0	0	0	1	0	0	0	0
PRKAA1	1	0	0	0	1	0	0	0	0
PRKACA	0	0	2	0	0	2	0	0	1
PRKACB	1	0	0	0	1	0	0	0	0
PRKCA	2	0	0	41	2	41	9.05538513813742	0.0193776226920662	0.968969973714297
PRKCB	0	0	0	36	0	36	0	0	1
PRKCD	9	0	0	0	9	0	0	0	0
PRKCE	0	0	0	96	0	96	0	0	1
PRKCG	1	0	0	0	1	0	0	0	0
PRKCI	1	0	0	31	1	31	5.56776436283002	0.0119144614409459	0.979470997044505
PRKD1	0	0	0	0	0	0	0	0	0
PRKD2	0	0	0	0	0	0	0	0	0
PRKD3	0	0	0	0	0	0	0	0	0
PRKDC	0	0	0	0	0	0	0	0	0
PRPF4B	5	5	0	0	10	0	0	0	0
PTK2	28	18	26	0	46	26	34.5832329315812	0.0740046755601451	0.327509877813842
PTK2B	1	1	0	0	2	0	0	0	0
PTK6	0	0	6	4	0	10	0	0	1
RAF1	1	0	0	0	1	0	0	0	0
RET	0	0	46	0	0	46	0	0	1
RIPK1	4	0	0	0	4	0	0	0	0
RIPK2	3	0	0	0	3	0	0	0	0
ROCK1	0	0	0	6	0	6	0	0	1
ROCK2	4	0	0	0	4	0	0	0	0
ROR1	19	0	0	0	19	0	0	0	0
RPS6KA1	1	0	0	0	1	0	0	0	0
RPS6KA3	1	0	0	0	1	0	0	0	0
SLK	1	0	0	0	1	0	0	0	0
SRC	3	3	353	9	6	362	46.6047207909242	0.0997294627869774	0.989449257150713
SRMS	0	0	0	8	0	8	0	0	1
STK11	0	0	0	15	0	15	0	0	1
SYK	0	0	17	0	0	17	0	0	1
TAOK1	0	0	0	0	0	0	0	0	0
TAOK3	1	0	0	0	1	0	0	0	0
TBK1	1	1	0	0	2	0	0	0	0
TEC	0	0	0	17	0	17	0	0	1
TESK1	0	0	0	0	0	0	0	0	0
TGFBR2	3	2	2	0	5	2	3.16227766016838	0.00676695937406556	0.242237883181687
TNIK	1	0	0	0	1	0	0	0	0
TNK2	16	0	0	0	16	0	0	0	0
TRIM28	0	0	0	0	0	0	0	0	0
TRPM7	0	0	0	0	0	0	0	0	0
TTK	3	0	1	38	3	39	10.816653826392	0.0231465623428614	0.951125496055605
TXK	0	0	0	0	0	0	0	0	0
TYK2	1	0	0	75	1	75	8.66025403784439	0.0185320814744837	0.991512239323
TYRO3	5	5	0	1	10	1	3.16227766016838	0.00676695937406556	0.0634510348611071
WEE1	0	0	53	0	0	53	0	0	1
YES1	10	3	5	93	13	98	35.6931365951495	0.0763797589043741	0.916040621595117
ZAP70	0	0	4	0	0	4	0	0	1
